"question_idx","sentence_idx","layer_idx","early_decoder","probe_output","probe_ans","sentence_text"
"3","2","6","probe_model_answer_correct","[0.5184942130408415, 0.48150578695915847]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","7","probe_model_answer_correct","[0.47866849174272164, 0.5213315082572783]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","8","probe_model_answer_correct","[0.4518991080074121, 0.5481008919925877]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","9","probe_model_answer_correct","[0.47853750068308093, 0.5214624993169189]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","10","probe_model_answer_correct","[0.496842056681542, 0.5031579433184579]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","11","probe_model_answer_correct","[0.5008668859640083, 0.4991331140359917]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","12","probe_model_answer_correct","[0.5117322010441314, 0.48826779895586875]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","13","probe_model_answer_correct","[0.5787392919267623, 0.4212607080732379]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","14","probe_model_answer_correct","[0.5464799208954979, 0.45352007910450215]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","15","probe_model_answer_correct","[0.4592759559958834, 0.5407240440041161]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","16","probe_model_answer_correct","[0.48954722321009836, 0.5104527767899015]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","17","probe_model_answer_correct","[0.5151180342217045, 0.48488196577829534]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","18","probe_model_answer_correct","[0.5885383691381492, 0.41146163086185067]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","19","probe_model_answer_correct","[0.5498760597573437, 0.45012394024265634]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","20","probe_model_answer_correct","[0.436833116361622, 0.5631668836383781]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","21","probe_model_answer_correct","[0.5280695587180055, 0.4719304412819944]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","22","probe_model_answer_correct","[0.5065085177703295, 0.4934914822296706]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","23","probe_model_answer_correct","[0.46861791978295214, 0.5313820802170478]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","24","probe_model_answer_correct","[0.5020030473970297, 0.49799695260297017]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","25","probe_model_answer_correct","[0.46678775106876563, 0.5332122489312344]","1","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","26","probe_model_answer_correct","[0.5193278777252944, 0.4806721222747055]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","2","27","probe_model_answer_correct","[0.5073769383933796, 0.49262306160662045]","0","I recall that the process involves the formation of three main layers: mesoderm, ectomesenchyme, and mesoderm again. Mesoderm is the middle layer, and ectomesenchyme is the upper layer, and then the ectohaversum is the lower layer, which includes the ectome and the ectohaversum.

"
"3","3","0","probe_model_answer_correct","[0.4901515432720602, 0.5098484567279399]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","1","probe_model_answer_correct","[0.5301958999251819, 0.46980410007481804]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","2","probe_model_answer_correct","[0.5010317110149736, 0.4989682889850265]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","3","probe_model_answer_correct","[0.4728855680370534, 0.5271144319629466]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","4","probe_model_answer_correct","[0.4500445819273937, 0.5499554180726062]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","5","probe_model_answer_correct","[0.48803471458930114, 0.5119652854106987]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","6","probe_model_answer_correct","[0.5032927881095054, 0.4967072118904946]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","7","probe_model_answer_correct","[0.5181320159554802, 0.4818679840445199]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","8","probe_model_answer_correct","[0.46628690183421473, 0.5337130981657854]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","9","probe_model_answer_correct","[0.5305444477588422, 0.4694555522411578]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","10","probe_model_answer_correct","[0.44450897655619576, 0.555491023443804]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","11","probe_model_answer_correct","[0.507706293632612, 0.49229370636738806]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","12","probe_model_answer_correct","[0.4681201514657771, 0.5318798485342229]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","13","probe_model_answer_correct","[0.5119914052918411, 0.4880085947081589]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","14","probe_model_answer_correct","[0.5051511281312817, 0.49484887186871834]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","15","probe_model_answer_correct","[0.45989771336109947, 0.5401022866389006]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","16","probe_model_answer_correct","[0.5186631219478393, 0.4813368780521607]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","17","probe_model_answer_correct","[0.4670560235046794, 0.5329439764953205]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","18","probe_model_answer_correct","[0.43776108745465114, 0.5622389125453487]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","19","probe_model_answer_correct","[0.4876164067676899, 0.51238359323231]","1","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
"3","3","20","probe_model_answer_correct","[0.5642888802950282, 0.43571111970497195]","0","Now, when does each form? I think the mesoderm forms first. Then, as the embryo develops, the ectome, which is the ectohaversum, forms. I believe the ectome is the upper layer, so it forms before the ectome and mesoderm, but wait, no. Wait, no, the ectohaversum is the upper layer, so it forms before the mesoderm and then the ectome.

"
